EBD,DMF,EI,LSI,AGE,HSAA,HFA,SRH,PHL,DV,UWHF,MUF,SD,ST,EPK,GEN,LSC,EDU,PAI,PSM,Y
2,4,2,2,58,3,3,3,2,2,3,2,2,3,-1,2,67,4,2,-1,2
2,2,2,2,63,3,3,3,2,2,3,2,2,3,2,2,300,4,1,-1,2
2,3,2,2,63,3,3,3,2,2,3,2,2,3,-1,1,75,6,1000,1,2
2,1,2,2,76,3,3,3,2,2,3,2,2,3,0,2,80,1,0,-5,2
2,1,2,2,75,3,3,3,2,2,3,2,2,3,4,2,119,1,0,-3,2
2,5,2,2,71,3,3,3,2,2,3,2,2,3,-1,2,120,3,1,2,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,1,2,280,4,1000,1,2
2,3,2,2,52,3,3,3,2,2,3,2,2,3,-1,1,119,6,10,1,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,1,1,119,3,1,1,2
2,2,2,2,55,3,3,3,2,2,3,2,2,3,0,2,119,3,1000,1,2
2,4,2,2,66,3,3,3,2,2,3,2,2,3,0,1,198,4,4,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,-1,1,144,6,0,0,2
3,3,2,3,51,4,4,2,3,4,1,2,2,2,3,2,119,3,0,-1,3
2,5,2,2,74,3,3,3,2,2,3,2,2,3,0,1,250,3,0,1,2
2,4,2,2,83,3,3,3,2,2,3,2,2,3,0,1,260,4,5,0,2
2,3,2,2,70,3,3,3,2,2,3,2,2,3,0,2,119,1,0,1,2
2,4,2,2,43,3,3,3,2,2,3,2,2,3,2,2,100,9,2,1,2
2,3,2,2,63,3,3,3,2,2,3,2,2,3,-2,2,280,6,3,-1,2
4,1,2,5,70,4,4,1,4,4,3,4,2,3,0,2,54,4,5,0,4
2,2,2,2,66,3,3,3,2,2,3,2,2,3,0,2,74,6,5,3,2
2,5,2,2,24,3,3,3,2,2,3,2,2,3,2,2,100,1,0,2,2
2,5,2,2,66,3,3,3,2,2,3,2,2,3,0,2,180,1,0,0,2
2,4,2,2,62,3,3,3,3,1,2,1,2,3,1,2,100,1,0,1,2
2,2,2,2,62,3,3,3,2,2,3,2,2,3,2,2,98,4,3,0,2
2,3,2,2,79,3,3,3,2,2,3,2,2,3,2,2,120,3,0,2,2
2,3,2,2,38,3,3,3,2,2,3,2,2,3,2,2,300,11,6,-1,2
2,4,2,2,64,3,3,3,2,2,3,2,2,3,0,2,460,4,0,0,2
2,2,2,2,70,3,3,3,2,2,3,2,2,3,0,1,52,4,5,1,2
2,4,2,2,43,3,3,3,2,2,3,2,2,3,0,1,160,12,11,2,2
1,5,2,2,40,3,3,4,1,2,5,1,2,3,0,2,130,7,2,0,1
1,5,1,2,38,3,4,4,1,2,3,3,2,2,2,1,125,9,4,0,1
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,1,150,4,2,0,2
2,5,2,1,34,1,2,3,1,1,3,2,2,3,1,2,105,4,0,0,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,-1,1,126,1,4,2,2
4,2,4,3,79,2,3,1,5,4,1,2,4,3,1,2,80,4,0,1,4
2,3,2,2,52,3,3,3,2,2,3,2,2,3,2,2,82,4,2,3,2
2,3,2,2,76,3,3,3,2,2,3,2,2,3,2,1,450,4,0,2,2
2,4,2,2,52,3,3,3,2,2,3,2,2,3,0,2,120,4,4,1,2
2,3,2,2,29,3,4,2,3,3,2,3,2,2,1,2,120,12,8,1,2
1,5,2,2,47,2,4,4,1,2,5,1,1,2,2,1,120,4,1,1,1
2,3,2,2,49,3,3,3,2,2,3,2,2,3,1,2,125,3,1,1,2
2,4,2,2,80,3,3,3,2,2,3,2,2,3,1,2,119,3,2,1,2
2,2,2,2,70,3,3,3,2,2,3,2,2,3,0,1,119,1,1000,0,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,2,1,100,5,10,3,2
4,2,4,4,76,4,4,1,4,4,5,1,2,4,1,1,70,3,0,3,4
2,3,3,1,74,3,4,2,2,4,5,2,3,2,0,1,130,4,0,0,3
4,2,3,1,54,2,4,4,1,5,1,3,3,2,2,2,140,4,0,2,4
2,3,2,2,74,3,3,3,2,2,3,2,2,3,0,1,100,3,1000,0,2
2,5,2,2,73,3,3,3,2,2,3,2,2,3,0,2,120,1,0,0,2
1,5,4,2,36,4,4,2,1,4,4,2,2,1,9,2,150,4,3,0,1
2,4,2,2,69,3,3,3,2,2,3,2,2,3,0,1,119,3,3,0,2
2,4,2,2,85,3,3,3,2,2,3,2,2,3,1,1,70,12,6,0,2
2,3,2,2,64,4,4,3,2,2,2,1,3,2,0,1,110,6,3,-1,1
2,3,2,2,62,3,3,3,2,2,3,2,2,3,2,2,80,3,1,-4,2
2,4,2,2,34,3,3,3,2,2,3,2,2,3,0,2,119,11,5,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,3,2,130,1,0,-2,2
1,2,3,3,55,4,4,2,3,4,3,3,4,2,0,2,150,3,0,4,3
2,3,2,2,68,3,3,3,2,2,3,2,2,3,0,1,170,4,1,-1,2
2,4,2,2,72,3,3,3,2,2,3,2,2,3,0,2,300,1,0,2,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,1,2,100,3,0,1,2
2,3,2,2,81,3,3,3,2,2,3,2,2,3,-1,2,100,1,0,1,2
2,3,2,2,81,3,3,3,2,2,3,2,2,3,0,2,100,1,0,1,2
1,4,2,2,55,1,3,4,1,2,1,1,2,3,0,2,120,4,0,-1,1
2,2,2,2,59,3,3,3,2,2,3,2,2,3,2,2,70,4,0,0,2
2,1,2,2,64,3,3,3,2,2,3,2,2,3,0,1,160,3,0,1,2
2,4,2,2,24,2,2,3,1,1,2,3,2,3,4,1,119,7,1,1,2
2,3,2,2,26,3,3,3,2,2,3,2,2,3,2,1,78,12,1000,1,2
2,3,2,2,82,3,3,3,2,2,3,2,2,3,1,2,100,1,2,1,2
2,3,3,3,52,3,3,2,2,3,2,2,2,2,1,1,104,3,1,1,2
2,3,2,2,55,3,3,3,2,2,3,2,2,3,0,2,70,6,5,-3,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,1,1,97,9,10,-2,2
3,5,3,2,31,4,4,2,3,2,3,1,2,3,2,2,80,7,0,0,3
2,4,2,2,45,3,3,3,2,2,3,2,2,3,0,1,90,4,1000,1,2
2,4,2,2,31,3,3,3,2,2,3,2,2,3,2,1,165,6,10,1,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,0,2,45,4,1000,-1,2
3,5,2,4,34,4,4,5,1,2,2,2,2,1,0,1,180,4,8,4,3
2,4,2,2,57,3,3,3,2,2,3,2,2,3,1,1,103,4,10,0,2
2,3,2,3,64,3,4,4,2,1,3,3,3,3,0,2,82,1,0,0,1
3,3,2,3,60,4,4,2,3,2,5,3,2,3,1,2,119,4,1000,1,3
3,3,3,3,64,2,3,1,3,3,3,2,3,2,0,2,88,4,0,0,3
2,5,5,1,79,1,1,2,1,2,5,2,1,2,0,1,80,11,5,0,2
2,4,2,2,46,3,3,3,2,2,3,2,2,3,2,2,70,9,20,6,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,2,1,72,6,4,2,2
2,3,2,2,54,3,3,3,2,2,3,2,2,3,1,1,90,4,1000,2,2
3,2,4,4,67,4,2,1,5,5,1,3,2,4,0,2,999,1,1,0,4
2,1,2,2,29,3,3,3,2,2,3,2,2,3,0,2,119,3,1000,0,2
2,5,2,2,57,3,3,3,2,2,3,2,2,3,0,2,119,4,0,0,2
1,3,1,3,56,1,1,1,1,1,1,1,3,2,-2,1,100,4,6,4,1
2,5,2,2,61,3,3,3,2,2,3,2,2,3,4,2,200,3,1,0,2
2,4,2,2,73,3,3,3,2,2,3,2,2,3,0,2,119,3,0,1,2
3,3,3,3,44,4,4,2,1,3,3,1,2,1,3,2,350,3,0,0,3
2,3,2,2,71,3,3,3,2,2,3,2,2,3,1,2,119,3,1000,2,2
2,4,2,2,34,3,3,3,2,2,3,2,2,3,3,2,150,4,1,1,2
2,4,2,2,73,3,3,3,2,2,3,2,2,3,-1,1,200,3,1,0,2
1,4,1,3,70,3,3,2,1,4,2,3,2,4,0,2,70,4,0,0,1
2,5,2,2,79,3,3,3,2,2,3,2,2,3,4,2,90,6,0,-3,2
2,5,1,1,45,3,3,4,1,1,5,2,2,3,0,2,120,4,10,1,2
2,4,2,2,69,3,3,3,2,2,3,2,2,3,2,2,92,7,5,-1,2
1,3,1,1,71,3,3,2,1,1,3,2,1,4,0,2,72,3,0,-1,1
2,3,2,2,56,3,3,3,2,2,3,2,2,3,2,2,30,4,2,-1,2
1,4,1,1,47,1,1,3,1,3,4,2,3,3,0,2,68,11,0,0,2
2,2,2,2,48,3,3,3,2,2,3,2,2,3,5,1,128,12,100,3,2
2,3,2,2,50,3,3,3,2,2,3,2,2,3,3,1,110,11,13,3,2
2,3,2,2,71,3,3,3,2,2,3,2,2,3,0,2,75,4,3,-3,2
1,5,2,2,81,1,1,2,1,2,4,3,2,4,1,1,110,4,11,1,1
2,4,2,2,47,3,3,3,2,2,3,2,2,3,0,2,72,9,5,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,0,1,92,4,4,0,2
2,3,2,2,74,3,4,2,1,4,2,3,3,3,1,2,120,4,1000,-1,1
2,5,2,2,34,3,3,3,2,2,3,2,2,3,2,1,150,10,15,0,2
3,3,2,5,79,4,3,1,5,3,1,2,2,3,2,1,130,3,0,3,3
3,5,2,3,53,3,3,1,4,4,3,2,1,2,3,2,119,3,0,2,3
5,3,2,4,72,4,4,1,4,4,2,2,3,2,1,2,100,1,0,2,3
2,4,2,2,78,3,3,3,2,2,3,2,2,3,0,1,150,3,0,0,2
2,5,2,2,42,3,3,3,2,2,3,2,2,3,1,2,150,1,0,0,2
2,3,2,2,73,3,3,3,2,2,3,2,2,3,-3,1,150,3,0,3,2
1,5,1,1,60,1,3,2,3,1,5,3,3,3,3,2,120,3,0,1,1
2,4,1,2,78,1,1,4,2,1,5,1,1,4,0,1,120,3,0,2,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,0,1,100,3,1000,4,2
2,2,2,2,63,3,3,3,2,2,3,2,2,3,-1,2,200,4,0,0,2
3,3,3,3,53,3,4,4,2,3,3,2,1,2,-2,1,120,1,3,1,3
2,2,2,2,60,3,3,3,2,2,3,2,2,3,0,2,119,1,0,0,2
2,4,2,2,75,3,3,3,2,2,3,2,2,3,-2,2,84,3,0,0,2
2,1,2,2,67,3,3,3,2,2,3,2,2,3,-1,2,35,6,5,0,2
2,4,2,2,85,3,3,3,2,2,3,2,2,3,1,2,40,3,1,1,2
2,4,2,2,39,3,3,3,2,2,3,2,2,3,0,2,260,11,3,0,2
1,4,2,1,32,2,2,4,1,2,5,1,2,3,0,2,120,12,5,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,3,2,120,7,3,0,2
2,5,2,2,59,3,3,3,2,2,3,2,2,3,4,2,119,4,1,0,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,2,240,3,1,0,2
1,5,2,1,41,2,2,2,1,2,3,1,1,2,0,2,90,10,0,0,1
2,4,2,2,63,3,3,3,2,2,3,2,2,3,-4,2,150,6,2,4,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,4,2,80,6,11,-2,2
2,4,2,2,58,3,3,3,2,2,3,2,2,3,0,2,300,4,2,-1,2
2,5,2,2,63,3,3,3,2,2,3,2,2,3,0,2,138,9,4,0,2
2,5,2,2,32,4,4,3,1,2,3,3,2,3,1,1,93,13,14,1,2
3,4,2,3,61,3,3,2,3,3,1,3,2,3,0,2,60,4,0,2,2
2,5,2,2,71,3,3,3,2,2,3,2,2,3,1,1,300,4,1,0,2
2,3,2,2,46,3,3,3,2,2,3,2,2,3,2,2,160,4,3,1,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,-2,2,300,3,0,-3,2
2,2,2,2,61,3,3,3,2,2,3,2,2,3,-1,1,120,6,2,-1,2
2,1,2,2,58,3,3,3,2,2,3,2,2,3,1,2,60,4,0,0,2
2,5,2,2,53,3,3,3,2,2,3,2,2,3,0,1,120,4,2,5,2
3,3,1,3,68,2,4,2,3,1,5,3,2,3,1,2,120,4,2,1,3
3,3,1,3,62,3,4,2,3,3,5,3,2,3,1,1,120,6,3,0,3
2,4,2,2,64,3,3,3,2,2,3,2,2,3,0,1,70,4,4,2,2
2,5,2,2,40,3,3,3,2,2,3,2,2,3,0,2,128,3,1000,-3,2
1,5,1,1,75,3,3,2,1,1,3,2,2,3,0,2,265,9,7,-2,1
1,4,2,3,84,1,4,2,4,2,3,4,3,3,0,2,100,2,5,-2,1
2,3,2,2,47,3,3,3,2,2,3,2,2,3,1,1,100,13,20,0,2
2,5,2,2,74,3,3,3,2,2,3,2,2,3,0,2,70,4,4,0,2
2,3,2,2,60,3,3,3,2,2,3,2,2,3,-1,2,85,4,4,-1,2
2,3,2,2,59,3,3,3,2,2,3,2,2,3,1,1,60,4,2,-1,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,0,1,688,9,3,0,2
1,4,3,1,22,3,3,2,1,3,5,3,3,3,3,1,120,6,1000,1,1
2,4,2,2,41,3,3,3,2,2,3,2,2,3,2,2,100,4,2,0,2
2,5,2,2,71,3,3,3,2,2,3,2,2,3,0,1,120,7,7,0,2
2,3,2,2,62,3,3,3,2,2,3,2,2,3,-1,2,110,1,0,1,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,0,1,300,4,3,3,2
1,5,2,1,83,4,3,3,1,2,1,1,2,3,1,1,118,4,0,2,3
2,4,3,1,68,4,3,2,3,4,3,2,3,2,1,1,100,1,2,1,2
1,5,3,1,70,3,2,2,2,2,3,3,3,4,3,2,160,3,0,3,2
2,5,2,2,40,3,3,3,2,2,3,2,2,3,3,2,200,4,1000,0,2
2,4,2,2,63,3,3,3,2,2,3,2,2,3,-1,2,119,4,1,-2,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,2,2,100,3,1000,-1,2
3,3,2,2,23,4,4,2,3,3,3,4,3,3,2,1,119,6,1000,1,3
2,4,2,2,91,3,3,3,2,2,3,2,2,3,0,2,115,12,0,-2,2
1,4,3,2,25,3,3,4,1,3,3,2,2,2,7,1,60,12,0,0,3
2,5,2,2,59,3,3,3,2,2,3,2,2,3,0,1,906,10,1000,0,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,1,2,140,4,0,0,2
1,4,2,2,48,3,3,4,2,1,2,1,2,4,1,1,110,4,8,0,1
2,5,2,2,49,3,3,3,2,2,3,2,2,3,1,2,200,6,0,0,2
1,2,1,2,44,3,4,4,1,3,3,2,2,2,1,2,120,4,0,0,1
1,4,1,2,84,3,4,3,2,2,3,3,2,3,1,2,120,1,0,0,1
2,2,2,2,81,3,3,3,2,2,3,2,2,3,0,1,130,1,0,-3,2
2,3,2,2,62,3,3,3,2,2,3,2,2,3,3,2,120,1,2,-1,2
2,2,2,2,71,3,3,3,2,2,3,2,2,3,1,2,120,6,2,3,2
2,3,2,2,64,3,3,3,2,2,3,2,2,3,3,2,135,6,1,2,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,0,1,30,6,0,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,1,2,144,4,1,0,2
1,5,2,1,74,1,2,2,1,3,2,1,2,3,1,1,50,6,4,1,1
2,3,2,2,81,3,3,3,2,2,3,2,2,3,1,2,51,9,10,1,2
2,4,2,2,77,3,3,3,2,2,3,2,2,3,1,1,350,3,1,2,2
2,4,2,2,60,3,3,3,2,2,3,2,2,3,0,2,180,4,2,-2,2
2,3,2,2,42,3,3,3,2,2,3,2,2,3,1,2,119,4,3,1,2
1,3,1,1,79,2,1,1,3,4,3,1,4,3,0,2,85,3,4,0,1
1,3,1,1,72,2,4,2,1,3,4,4,1,1,-1,1,400,3,0,1,1
1,5,2,1,68,4,1,4,1,2,3,1,3,2,-1,2,75,4,3,0,1
2,4,2,2,76,3,3,3,2,2,3,2,2,3,-1,1,83,4,5,-1,2
2,4,2,2,72,3,3,3,2,2,3,2,2,3,1,1,120,1,1,1,2
1,5,2,2,56,2,2,2,1,2,2,3,2,3,2,1,120,4,2,2,1
2,4,2,2,47,2,3,4,1,2,5,2,1,3,1,1,80,12,8,1,2
2,2,2,2,50,3,3,3,2,2,3,2,2,3,0,2,100,3,1000,1,2
1,4,1,3,88,1,1,2,3,1,2,3,2,3,2,1,60,8,5,2,1
2,5,2,2,65,3,3,3,2,2,3,2,2,3,0,1,119,3,0,0,2
2,4,2,2,51,3,3,3,2,2,3,2,2,3,0,1,98,12,2,0,2
2,2,2,2,70,3,3,3,2,2,3,2,2,3,0,2,73,7,5,1,2
2,5,2,2,62,3,3,3,2,2,3,2,2,3,0,2,54,6,3,0,2
1,5,1,1,39,4,4,5,1,1,3,1,1,2,1,2,108,12,10,2,1
2,4,2,2,42,3,3,3,2,2,3,2,2,3,2,1,83,12,10,0,2
2,3,2,2,41,3,3,3,2,2,3,2,2,3,1,2,130,4,0,1,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,1,2,100,4,4,1,2
1,5,2,1,33,2,2,2,1,2,4,1,2,2,2,1,45,12,15,2,1
2,4,2,2,44,1,1,4,2,2,2,1,2,4,1,2,47,13,25,0,2
1,5,3,1,50,2,3,2,1,3,5,2,2,3,-3,2,94,7,5,5,1
2,5,2,2,72,3,3,3,2,2,3,2,2,3,0,2,73,4,3,1,2
3,4,5,5,60,4,4,1,4,5,3,3,4,3,3,2,119,4,0,0,4
1,5,1,1,35,1,2,5,1,1,5,1,1,2,1,1,136,7,0,2,1
2,5,2,2,52,3,3,3,2,2,3,2,2,3,2,2,119,3,1000,-1,2
2,1,2,2,59,3,3,3,2,2,3,2,2,3,2,2,119,3,1000,1,2
2,1,2,2,68,3,3,3,2,2,3,2,2,3,1,1,46,3,1,1,2
2,5,2,2,69,3,3,3,2,2,3,2,2,3,2,2,110,3,0,2,2
2,4,2,2,62,3,3,3,2,2,3,2,2,3,-1,1,70,3,1,1,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,1,2,150,4,0,0,2
2,5,2,2,27,3,3,3,2,2,3,2,2,3,4,1,25,4,7,0,2
2,4,2,2,65,3,3,3,2,2,3,2,2,3,3,2,80,4,2,-2,2
2,5,2,2,68,3,3,3,2,2,3,2,2,3,1,2,119,3,1,4,2
2,2,2,2,77,3,3,3,2,2,3,2,2,3,4,2,119,1,1000,-3,2
3,3,2,3,69,4,4,2,3,4,2,3,2,2,4,2,80,4,0,0,3
2,4,2,2,63,3,3,3,2,2,3,2,2,3,2,1,119,6,5,1,2
2,5,2,2,61,3,3,3,2,2,3,2,2,3,0,1,240,4,1,0,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,0,1,119,4,0,0,2
1,5,1,2,77,1,1,3,2,2,2,3,1,3,0,1,200,1,1,1,1
2,5,2,2,79,3,3,3,2,2,3,2,2,3,2,1,300,3,0,1,2
1,5,1,1,53,4,4,3,1,1,4,1,1,4,0,2,130,4,0,0,1
2,4,2,2,55,3,3,3,2,2,3,2,2,3,0,2,130,4,4,1,2
3,4,2,2,72,3,4,2,2,2,3,3,2,3,0,2,90,3,1,0,3
2,4,2,2,62,3,3,3,2,2,3,2,2,3,3,2,60,4,5,-3,2
2,3,2,2,67,3,3,3,2,2,3,2,2,3,0,2,119,4,1,4,2
2,4,2,2,34,3,3,3,2,2,3,2,2,3,1,2,180,4,0,-1,2
2,5,2,2,37,3,3,3,2,2,3,2,2,3,2,1,168,12,4,2,2
2,5,2,2,72,3,3,3,2,2,3,2,2,3,3,1,200,4,1,2,2
1,4,2,2,42,3,4,2,3,1,4,3,3,3,1,2,80,4,6,0,2
2,5,2,2,33,3,3,3,2,2,3,2,2,3,2,1,80,12,20,0,2
2,4,2,1,25,4,4,4,1,2,1,2,2,3,4,1,80,10,3,1,1
2,5,2,2,47,3,3,3,2,2,3,2,2,3,1,2,90,3,2,0,2
2,2,2,2,60,3,3,3,2,2,3,2,2,3,1,1,150,3,1000,1,2
2,4,2,2,25,3,3,3,2,2,3,2,2,3,7,1,70,10,1000,0,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,1,2,100,4,0,0,2
2,4,2,2,36,3,3,3,2,2,3,2,2,3,1,2,133,4,0,0,2
2,4,2,2,64,3,3,3,2,2,3,2,2,3,0,1,75,6,5,0,2
2,4,2,2,64,3,3,3,2,2,3,2,2,3,2,2,70,3,3,2,2
2,5,2,2,35,3,3,3,2,2,3,2,2,3,1,2,200,4,2,1,2
2,4,2,2,41,3,3,3,2,2,3,2,2,3,1,2,120,4,6,0,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,1,2,100,9,0,0,2
2,3,2,2,74,3,3,3,2,2,3,2,2,3,1,1,120,4,1,-1,2
2,3,2,2,35,3,3,3,2,2,3,2,2,3,-1,2,120,4,10,0,2
2,4,2,2,61,3,3,3,2,2,3,2,2,3,1,2,200,1,0,1,2
2,5,2,2,36,3,3,3,2,2,3,2,2,3,4,2,119,4,0,0,2
2,5,2,2,54,3,3,3,2,2,3,2,2,3,1,2,140,4,0,-3,2
2,4,2,2,35,3,3,3,2,2,3,2,2,3,1,1,49,13,25,1,2
2,2,2,3,53,1,3,2,3,2,5,4,2,3,3,2,58,9,15,3,2
1,5,5,4,44,3,1,5,1,1,5,1,2,3,2,2,140,4,2,0,2
2,3,2,2,59,3,3,3,2,2,3,2,2,3,0,2,65,6,2,0,2
3,3,2,1,33,1,3,3,1,2,5,1,2,2,2,2,120,7,6,2,1
2,5,2,2,23,3,3,3,2,2,3,2,2,3,0,1,119,12,1000,1,2
1,5,2,1,54,3,4,2,1,4,4,3,2,3,2,1,200,3,4,0,1
2,5,2,2,26,3,3,3,2,2,3,2,2,3,2,2,80,11,0,1,2
2,5,2,2,24,3,3,3,2,2,3,2,2,3,7,1,60,4,4,2,2
1,5,1,1,52,4,4,5,1,1,3,1,1,4,1,1,80,4,4,0,1
2,5,1,3,58,3,4,1,3,3,5,3,4,2,0,2,119,3,0,2,4
2,5,2,2,26,3,3,3,2,2,3,2,2,3,3,1,80,4,15,2,2
3,5,3,3,56,4,4,2,2,4,3,1,2,3,0,2,180,4,1000,2,2
2,5,2,2,75,3,3,3,2,2,3,2,2,3,4,2,90,1,0,0,2
2,5,2,2,46,3,3,3,2,2,3,2,2,3,2,2,119,4,4,1,2
2,3,2,2,33,3,3,3,2,2,3,2,2,3,2,2,100,12,10,1,2
1,3,2,1,56,2,3,3,1,2,1,1,2,3,0,2,60,4,10,0,3
2,3,2,2,73,3,3,3,2,2,3,2,2,3,1,1,160,4,5,0,2
1,2,2,1,79,3,2,1,5,2,1,2,2,2,0,1,170,4,1000,0,1
2,3,2,2,82,3,3,3,2,2,3,2,2,3,1,2,119,4,0,4,2
2,5,2,2,73,3,3,3,2,2,3,2,2,3,0,2,80,4,1000,3,2
2,5,2,2,30,3,3,3,2,2,3,2,2,3,4,1,80,10,10,-4,2
2,3,2,2,51,3,3,3,2,2,3,2,2,3,1,2,70,7,6,2,2
2,5,2,2,67,3,3,3,2,2,3,2,2,3,4,2,50,6,4,0,2
2,5,2,2,49,3,3,3,2,2,3,2,2,3,0,2,55,4,6,0,2
1,5,1,1,74,3,3,2,1,3,4,4,3,1,2,1,58,4,5,-1,1
2,4,3,2,23,3,3,2,1,3,1,1,2,3,0,1,90,10,0,0,3
2,3,2,2,22,3,3,3,2,2,3,2,2,3,3,2,70,6,0,2,2
2,4,2,2,67,3,3,3,2,2,3,2,2,3,2,2,53,4,4,1,2
2,4,2,2,63,2,2,2,2,2,2,1,2,3,0,2,90,6,4,0,2
2,5,2,2,77,3,3,3,2,2,3,2,2,3,1,1,120,3,0,0,2
2,4,2,3,54,3,3,2,3,2,2,3,2,3,0,2,70,6,1000,-1,2
2,5,2,2,59,3,3,3,2,2,3,2,2,3,0,2,120,10,10,0,2
1,5,2,1,65,3,1,3,1,2,4,3,2,3,0,1,138,9,10,0,2
2,4,2,3,74,2,2,4,2,2,3,1,2,3,1,1,119,6,5,1,2
2,5,2,2,40,3,3,3,2,2,3,2,2,3,0,2,12,5,15,1,2
2,4,2,2,89,2,2,2,4,4,1,4,2,3,0,2,119,1,1000,0,3
2,5,2,2,52,3,3,3,2,2,3,2,2,3,3,2,14,3,2,1,2
2,4,2,2,73,2,2,4,2,2,2,1,3,3,0,2,200,4,1000,0,2
2,3,2,2,61,3,3,3,2,2,3,2,2,3,1,2,70,3,1,4,2
2,4,2,1,28,4,4,3,2,2,2,1,2,4,1,2,70,12,5,3,2
2,5,2,2,83,3,3,3,2,2,3,2,2,3,0,1,80,4,5,2,2
2,5,2,2,41,3,3,3,2,2,3,2,2,3,4,2,119,4,9,0,2
2,5,1,2,59,2,2,4,2,2,3,1,3,3,1,2,30,4,2,2,2
2,5,2,2,44,3,3,3,2,2,3,2,2,3,1,1,100,5,5,2,2
3,5,4,3,40,3,4,2,1,4,4,2,2,2,0,2,110,7,2,0,3
4,5,4,4,63,2,4,2,4,4,5,3,2,2,0,1,30,3,0,0,4
2,3,2,2,48,3,3,3,2,2,3,2,2,3,0,1,85,6,0,0,2
3,1,3,3,76,3,4,2,1,3,4,3,2,2,0,2,140,3,6,0,3
2,4,1,1,33,3,2,4,2,1,5,3,1,2,1,1,194,12,20,0,2
2,4,2,2,42,3,3,3,2,2,3,2,2,3,2,2,77,11,3,-1,2
1,4,2,2,22,4,3,4,1,2,2,1,3,3,3,2,119,6,0,4,2
2,3,2,2,79,3,3,3,2,2,3,2,2,3,0,1,118,4,4,0,2
2,5,2,2,56,3,3,3,2,2,3,2,2,3,0,2,114,4,2,-1,2
2,5,2,2,28,3,3,3,2,2,3,2,2,3,4,1,85,10,13,4,2
2,3,2,2,56,3,3,3,2,2,3,2,2,3,3,2,45,3,3,0,2
2,5,2,1,38,4,1,4,1,2,5,2,2,3,2,2,100,7,29,1,2
2,4,1,3,33,4,4,4,2,1,4,3,2,3,1,1,50,12,8,0,4
2,5,2,2,37,3,3,3,2,2,3,2,2,3,0,1,100,9,20,2,2
2,5,2,2,26,3,3,3,2,2,3,2,2,3,1,2,50,12,6,2,2
2,4,2,2,24,3,3,3,2,2,3,2,2,3,2,2,120,12,0,-1,2
2,4,1,1,24,3,3,5,1,1,2,1,2,4,1,2,119,6,7,0,2
2,5,2,2,88,3,3,3,2,2,3,2,2,3,1,2,117,7,1000,1,2
2,3,2,2,54,3,3,3,2,2,3,2,2,3,-4,1,80,3,3,-2,2
2,2,2,2,81,3,3,3,2,2,3,2,2,3,0,2,60,10,4,0,2
1,5,1,1,60,3,3,4,1,2,1,2,2,3,2,1,116,6,6,0,1
3,4,1,1,60,2,2,2,1,2,4,2,2,2,1,2,115,4,2,1,3
2,4,2,2,36,3,3,3,2,2,3,2,2,3,2,1,117,11,7,-2,2
2,5,2,2,58,3,3,3,2,2,3,2,2,3,2,1,90,4,0,2,2
2,5,2,2,48,3,3,3,2,2,3,2,2,3,0,1,119,4,1000,0,2
2,3,2,2,69,3,3,3,2,2,3,2,2,3,4,1,170,4,0,-3,2
2,3,2,2,48,3,3,3,2,2,3,2,2,3,0,1,115,10,3,0,2
2,4,2,2,47,3,3,3,2,2,3,2,2,3,1,2,100,6,4,0,2
2,4,2,2,26,3,3,3,2,2,3,2,2,3,3,1,119,12,0,2,2
1,5,4,2,47,4,4,5,1,1,2,3,2,1,-1,1,180,4,4,2,1
2,4,2,2,47,3,3,3,2,2,3,2,2,3,-1,1,100,3,2,-1,2
2,4,2,2,23,3,3,3,2,2,3,2,2,3,0,1,119,6,0,4,2
2,5,2,2,51,3,3,3,2,2,3,2,2,3,1,1,120,4,3,2,2
2,5,4,2,28,1,1,5,1,1,2,2,1,3,2,1,136,7,20,1,2
